video_id,title,description,view_count,like_count,comment_count,channel_name
1x6OH1xEonU,I DROPPED THE HIMALAYAN AGAIN! | EP 02,"I crashed the Royal Enfield Himalayan 450 on a Bike Ride to Goa for the Motoverse 2024 by Royal Enfield. I was joined by 3 of my subscribers who were winners of the Ride to Motoverse contest. I rode the Royal Enfield Himalayan 450 all the way to Goa. Watch the second episode of me on my way to Goa as I get to know my subscribers and make friends with them lol.
Follow me on Instagram at: @theanurags
https://www.instagram.com/theanurags/

Chapters:

Along with this are meme compilations with close calls, bad drivers, funny people, bad roads, crashes and everything that you'd ask for in an entertaining episode.
These videos are getting so much fun to make. Thanks to the funny and bad drivers of India. Hope you guys have fun watching it the way I have making these videos. Thank you for the support and love you have been showering through likes and comments. 

WE ARE 360K STRONG NOW!! ISN'T THAT AMMAZING?? THANK YOU!!

Also, donâ€™t forget to check out my other daily observations on this channel. I have made a few motovlogs as well which you might like watching next. Type down your thoughts and feedback in the comment section below. Helps me a lot to improve my craft. Cheers!


Check out my daily observations playlist:
https://www.youtube.com/playlist?list=PLAxBP_KxBCg2RcF7ARnQxQ0ncIM0A1C_g


Check out my motovlogs playlist:
https://www.youtube.com/playlist?list=PLAxBP_KxBCg0tvgeI7MOHZCUwbrowVSUR


Gear I use:

HELMET:
https://www.spartanprogear.com/collections/helmets/products/mt-thunder3-sv-board-helmet?variant=22114666709081

GLOVES:
https://www.rynoxgears.com/collections/apparel/products/rynox-urban-x-gloves-camo-blue

CAMERA:
https://amzn.to/2PzVf0N

MIC:
https://amzn.to/2PAhQKO

GOPRO MIC ADAPTOR:
https://amzn.to/2I4UAQC

GOPRO CASE:
https://amzn.to/38cmCo5

RAM MOUNT:
https://amzn.to/2Vxwqq8",25712,3690,335,Anurag Salgaonkar
